title,company,location,state,date_posted,job_type,salary,is_remote,job_url_direct,_is_entry,_is_remote_yes,_date
Business Intelligence Analyst College of Nursing,University of Florida,"Gainesville, FL, US","Florida, USA",2025-08-27,fulltime,70000.0,No,https://explore.jobs.ufl.edu/cw/en-us/job/536954/business-intelligence-analyst-college-of-nursing,False,False,2025-08-27
Senior Analyst Construction  Capital Accounts,Broward College,"Davie, FL, US","Florida, USA",2025-08-27,fulltime,57529.0,No,https://browardcollege.wd5.myworkdayjobs.com/en-US/FT/job/Central-Campus/Senior-Analyst--Construction---Capital-Accounts_REQ-000046413-1,False,False,2025-08-27
Senior Data Analyst,Feeding Tampa Bay,"Tampa, FL, US","Florida, USA",2025-08-27,Unknown,64855.0,No,https://recruiting.paylocity.com/recruiting/jobs/Details/3533034/Feeding-Tampa-Bay/Senior-Data-Analyst?source=Indeed_Feed,False,False,2025-08-27
Forecasting Analyst,Disney Experiences,"Lake Buena Vista, FL, US","Florida, USA",2025-08-27,Unknown,65898.5,No,https://www.disneycareers.com/job/-/-/391/85495566576,False,False,2025-08-27
Analyst Data  AIMLSQLSalesforce  Remote,Molina Healthcare,"FL, US","Florida, USA",2025-08-27,fulltime,97402.0,Yes,https://careers.molinahealthcare.com/job/-/-/21726/85489151104,False,True,2025-08-27
Flight Training Data Analyst,"Atlas Air, Inc.","Miami, FL, US","Florida, USA",2025-08-26,fulltime,83000.0,No,https://careers-atlasair.icims.com/jobs/6810/job?utm_source=indeed_integration&iis=Job%20Board&iisn=Indeed&indeed-apply-token=73a2d2b2a8d6d5c0a62696875eaebd669103652d3f0c2cd5445d3e66b1592b0f,False,False,2025-08-26
Data Analyst  Tampa,Photon,"Tampa, FL, US","Florida, USA",2025-08-26,fulltime,103500.0,No,https://fa-ertb-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_2/requisitions/preview/23727,False,False,2025-08-26
Health Care Data Analyst Specialist,Palm Medical Centers,"Coral Gables, FL, US","Florida, USA",2025-08-26,fulltime,52500.0,No,https://palmmedicalcenters.applytojob.com/apply/lFs7y5pjIP/Health-Care-Data-Analyst-Specialist?source=INDE&~,False,False,2025-08-26
Business Analyst,Disruptive Tech Solutions,"Jacksonville, FL, US","Florida, USA",2025-08-26,fulltime,91724.0,Yes,https://www.disruptivetechsolutions.com/careers.html,False,True,2025-08-26
PBM Senior Reporting Analyst,CVS Health,"Tallahassee, FL, US","Florida, USA",2025-08-24,fulltime,84694.0,Yes,https://jsv3.recruitics.com/redirect?rx_cid=998&rx_jobId=R0689855_1008&rx_url=https%3A%2F%2Fjobs.cvshealth.com%2Fus%2Fen%2Fjob%2FR0689855_1008%2FPBM-Senior-Reporting-Analyst%3Frx_campaign%3Dindeed0%26rx_ch%3Djobp4p%26rx_group%3D103511%26rx_id%3D4ffaca90-837a-11f0-95b0-ff1e969d0166%26rx_job%3DR0689855_1008%26rx_medium%3Dcpc%26rx_r%3Dnone%26rx_source%3DIndeed%26rx_ts%3D20250830T000124Z%26rx_vp%3Dcpc%26utm_campaign%3D%26utm_source%3DIndeedPPCOrg,False,True,2025-08-24
STARCOM  Jr Business Analyst Patrick Space Force Base FL,"Integrated Data Services, Inc.","Patrick Afb, FL, US","Florida, USA",2025-08-07,fulltime,82500.0,No,https://get-integrated.hrmdirect.com/employment/view.php?req=3432262&jbsrc=1014&location=2bcf9b55-0413-4f44-7675-80143ccb0b90,False,False,2025-08-07
Salesforce Solution Analyst,GoodLeap,"West Palm Beach, FL, US","Florida, USA",2025-07-24,fulltime,125000.0,No,https://jobs.lever.co/goodleap/48b7a6ee-d738-4dc2-907d-032dfcc62f0c?lever-source=Indeed,False,False,2025-07-24
EDI Analyst,Tommy Bahama,"Seattle, WA, US","Washington, USA",2025-08-28,fulltime,86653.5,No,https://oxford.wd5.myworkdayjobs.com/en-US/TommyBahamaUS/job/Corporate---SeattleWA/EDI-Analyst_R43982,False,False,2025-08-28
Senior Financial Analyst Artificial General Intelligence  Data Services,Amazon.com,"Bellevue, WA, US","Washington, USA",2025-08-28,Unknown,94500.0,No,https://www.amazon.jobs/en/jobs/3069295/senior-financial-analyst-artificial-general-intelligence-data-services?adhoc_referrer=indeed_organic,False,False,2025-08-28
AntiFraud Data Analyst  USDS,TikTok,"Seattle, WA, US","Washington, USA",2025-08-28,Unknown,134984.5,No,https://lifeattiktok.com/search/7543708400342239496,False,False,2025-08-28
Operations Data Analyst,"Twin City Foods, Inc.","Stanwood, WA, US","Washington, USA",2025-08-28,fulltime,80000.0,No,https://secure.entertimeonline.com/ta/6145398.careers?ShowJob=855904641,False,False,2025-08-28
Data Analyst,Renton Technical College,"Renton, WA, US","Washington, USA",2025-08-27,fulltime,83290.0,Yes,https://www.schooljobs.com/careers/rentontc/jobs/5059992/data-analyst,False,True,2025-08-27
Data Analyst II,Microsoft,"Redmond, WA, US","Washington, USA",2025-08-27,fulltime,135200.0,No,https://careers.microsoft.com/us/en/job/1864803/Data-Analyst-II?jobsource=indeed&utm_source=Job%20Board&utm_campaign=indeed-feed,False,False,2025-08-27
Program Sr Analyst,CBRE,"Seattle, WA, US","Washington, USA",2025-08-27,fulltime,102500.0,Yes,https://careers.cbre.com/en_US/careers/JobDetail/Program-Sr-Analyst/235740,False,True,2025-08-27
DSHS FTAA IT Business Analyst  Journey,State of Washington,"Olympia, WA, US","Washington, USA",2025-08-26,fulltime,8219.5,No,https://www.governmentjobs.com/careers/washington/jobs/5056637/dshs-ftaa-it-business-analyst-journey,False,False,2025-08-26
Business Analyst  Fulfillment by Amazon FBA Science,Amazon.com,"Bellevue, WA, US","Washington, USA",2025-08-26,Unknown,78800.0,No,https://www.amazon.jobs/en/jobs/3067470/business-analyst-fulfillment-by-amazon-fba-science?adhoc_referrer=indeed_organic,False,False,2025-08-26
Real Estate Portfolio Analyst Data Center Supply Solutions,Amazon.com,"Seattle, WA, US","Washington, USA",2025-08-26,Unknown,88400.0,No,https://www.amazon.jobs/en/jobs/3067521/real-estate-portfolio-analyst-data-center-supply-solutions?adhoc_referrer=indeed_organic,False,False,2025-08-26
Business Analyst  Fulfillment by Amazon FBA Science,Amazon.com,"Bellevue, WA, US","Washington, USA",2025-08-26,fulltime,78800.0,No,https://www.amazon.jobs/jobs/3067470/business-analyst--fulfillment-by-amazon-fba-science?cmpid=DA_INAD200785B,False,False,2025-08-26
Staff Data Analyst  Federal,Okta,"Bellevue, WA, US","Washington, USA",2025-08-26,fulltime,169000.0,Yes,https://www.okta.com/company/careers/business-technology/staff-data-analyst-federal-auth0-7128732/,False,True,2025-08-26
Sr Business Analyst Distributed Cloud Services,F5,"Seattle, WA, US","Washington, USA",2025-08-26,fulltime,147700.0,No,https://ffive.wd5.myworkdayjobs.com/en-US/f5jobs/job/Seattle/Sr-Business-Analyst--Distributed-Cloud-Services_RP1034448,False,False,2025-08-26
Business Intelligence Analyst Associate or Experienced,Boeing,"Seattle, WA, US","Washington, USA",2025-08-26,Unknown,99100.0,No,https://jobs.boeing.com/job/-/-/185/85468338784,False,False,2025-08-26
Membership Data Specialist,AAA Washington,"Bellevue, WA, US","Washington, USA",2025-08-26,Unknown,24.0,Yes,https://phh.tbe.taleo.net/phh02/ats/careers/v2/viewRequisition?org=AAA&cws=39&rid=2217,False,True,2025-08-26
Business Data Analyst,AgWest Farm Credit,"Spokane, WA, US","Washington, USA",2025-08-26,fulltime,84650.0,No,https://grnh.se/rfdhy4pn9us,False,False,2025-08-26
Real Estate Portfolio Analyst Data Center Supply Solutions,Amazon.com,"Seattle, WA, US","Washington, USA",2025-08-25,fulltime,88400.0,No,https://www.amazon.jobs/jobs/3067521/real-estate-portfolio-analyst-data-center-supply-solutions?cmpid=DA_INAD200785B,False,False,2025-08-25
Engineering Systems and Data Analyst,Port of Seattle,"Seattle, WA, US","Washington, USA",2025-08-25,fulltime,134680.0,No,https://aa243.taleo.net/careersection/ex/jobdetail.ftl?job=55918,False,False,2025-08-25
Revenue Management Analyst,Holland America Line,"Seattle, WA, US","Washington, USA",2025-08-25,fulltime,69550.0,No,https://jobs.carnivalcorp.com/job/-/-/28021/85462254480,False,False,2025-08-25
IT Business Analyst,NAC Architecture,"Seattle, WA, US","Washington, USA",2025-08-25,Unknown,100000.0,No,https://recruiting.paylocity.com/recruiting/jobs/Details/3522067/NAC-Architecture/IT-Business-Analyst?source=Indeed_Feed,False,False,2025-08-25
Senior Financial Analyst Artificial General Intelligence  Data Services,Amazon.com,"Bellevue, WA, US","Washington, USA",2025-08-24,fulltime,94500.0,No,https://www.amazon.jobs/jobs/3069295/senior-financial-analyst-artificial-general-intelligence--data-services?cmpid=DA_INAD200785B,False,False,2025-08-24
PBM Senior Reporting Analyst,CVS Health,"Olympia, WA, US","Washington, USA",2025-08-24,fulltime,84694.0,Yes,https://jsv3.recruitics.com/redirect?rx_cid=998&rx_jobId=R0689855_1045&rx_url=https%3A%2F%2Fjobs.cvshealth.com%2Fus%2Fen%2Fjob%2FR0689855_1045%2FPBM-Senior-Reporting-Analyst%3Frx_campaign%3Dindeed0%26rx_ch%3Djobp4p%26rx_group%3D103511%26rx_id%3D4dc0b8e0-837a-11f0-95b0-07340d548db6%26rx_job%3DR0689855_1045%26rx_medium%3Dcpc%26rx_r%3Dnone%26rx_source%3DIndeed%26rx_ts%3D20250830T000124Z%26rx_vp%3Dcpc%26utm_campaign%3D%26utm_source%3DIndeedPPCOrg,False,True,2025-08-24
Healthcare Information  Management Systems Data Analyst OPEN  PROMOTIONAL,Spokane County,"Spokane, WA, US","Washington, USA",2025-08-24,fulltime,76619.5,No,https://www.governmentjobs.com/careers/spokanecountywa/jobs/5055153/healthcare-information-management-systems-data-analyst-open-promotional,False,False,2025-08-24
Senior Betting  Gaming Delivery Consultant Advisory,Amazon Web Services,"Seattle, WA, US","Washington, USA",2025-08-03,fulltime,188600.0,No,https://www.amazon.jobs/jobs/3059282/senior-betting--gaming-delivery-consultant-advisory?cmpid=DA_INAD200785B,False,False,2025-08-03
Senior Compliance Data Analyst NAST SC DAS,Amazon.com,"Seattle, WA, US","Washington, USA",2025-07-30,fulltime,60900.0,No,https://www.amazon.jobs/jobs/3052956/senior-compliance-data-analyst-nast-sc-das?cmpid=DA_INAD200785B,False,False,2025-07-30
Sr Business Analyst Selling Partner Services,Amazon.com,"Bellevue, WA, US","Washington, USA",2025-07-20,fulltime,145700.0,No,https://www.amazon.jobs/jobs/3046991/sr-business-analyst-selling-partner-services-?cmpid=DA_INAD200785B,False,False,2025-07-20
Sr Business Analyst Selling Partner Services,Amazon.com,"Seattle, WA, US","Washington, USA",2025-07-20,fulltime,145700.0,No,https://www.amazon.jobs/jobs/3046991/sr-business-analyst-selling-partner-services-?cmpid=DA_INAD200785B,False,False,2025-07-20
Senior Compliance Data Analyst NAST SC DAS,Amazon.com,"Seattle, WA, US","Washington, USA",2025-07-15,fulltime,60900.0,No,https://www.amazon.jobs/jobs/3048390/senior-compliance-data-analyst-nast-sc-das?cmpid=DA_INAD200785B,False,False,2025-07-15
Business Analyst,Amazon.com,"Bellevue, WA, US","Washington, USA",2025-07-13,fulltime,105000.0,No,https://www.amazon.jobs/jobs/3034711/business-analyst?cmpid=DA_INAD200785B,False,False,2025-07-13
Business Analyst,Amazon.com,"Seattle, WA, US","Washington, USA",2025-07-13,fulltime,105000.0,No,https://www.amazon.jobs/jobs/3034711/business-analyst?cmpid=DA_INAD200785B,False,False,2025-07-13
Business Analyst II Selling Partner Services,Amazon.com,"Bellevue, WA, US","Washington, USA",2025-06-16,fulltime,105000.0,No,https://www.amazon.jobs/jobs/3019450/business-analyst-ii-selling-partner-services-?cmpid=DA_INAD200785B,False,False,2025-06-16
Business Analyst II Selling Partner Services,Amazon.com,"Seattle, WA, US","Washington, USA",2025-06-16,fulltime,105000.0,No,https://www.amazon.jobs/jobs/3019450/business-analyst-ii-selling-partner-services-?cmpid=DA_INAD200785B,False,False,2025-06-16
Business Analyst TOM Analytics and Insights TOM Analytics and Insights,Amazon.com,"Bellevue, WA, US","Washington, USA",2025-06-16,fulltime,105000.0,No,https://www.amazon.jobs/jobs/3032750/business-analyst-tom-analytics-and-insights-tom-analytics-and-insights?cmpid=DA_INAD200785B,False,False,2025-06-16
Senior Financial Analyst AWS Infrastructure Data Center Finance,Amazon.com,"Seattle, WA, US","Washington, USA",2025-06-12,fulltime,94500.0,No,https://www.amazon.jobs/jobs/3033322/senior-financial-analyst-aws-infrastructure-data-center-finance?cmpid=DA_INAD200785B,False,False,2025-06-12
Business Analyst Amazon Logistics AMZL SOP Planning,Amazon.com,"Bellevue, WA, US","Washington, USA",2025-06-10,fulltime,105000.0,No,https://www.amazon.jobs/jobs/3007598/business-analyst-amazon-logistics-amzl-sop-planning?cmpid=DA_INAD200785B,False,False,2025-06-10
Senior Business Analyst Transportation Long Term Planning,Amazon.com,"Bellevue, WA, US","Washington, USA",2025-06-03,fulltime,145700.0,No,https://www.amazon.jobs/jobs/3020369/senior-business-analyst-transportation-long-term-planning-?cmpid=DA_INAD200785B,False,False,2025-06-03
Senior Business Analyst RISC GDA,Amazon.com,"Seattle, WA, US","Washington, USA",2025-04-30,fulltime,145700.0,No,https://www.amazon.jobs/jobs/3047235/senior-business-analyst-risc-gda?cmpid=DA_INAD200785B,False,False,2025-04-30
Senior Business Analyst RISC GDA,Amazon.com,"Seattle, WA, US","Washington, USA",2025-04-27,fulltime,145700.0,No,https://www.amazon.jobs/jobs/2975186/senior-business-analyst-risc-gda?cmpid=DA_INAD200785B,False,False,2025-04-27
Business Analyst AMZL,Amazon.com,"Bellevue, WA, US","Washington, USA",2025-04-17,fulltime,105000.0,No,https://www.amazon.jobs/jobs/2959810/business-analyst-amzl?cmpid=DA_INAD200785B,False,False,2025-04-17
Business Analyst AMZL,Amazon.com,"Seattle, WA, US","Washington, USA",2025-04-17,fulltime,105000.0,No,https://www.amazon.jobs/jobs/2959810/business-analyst-amzl?cmpid=DA_INAD200785B,False,False,2025-04-17
Business Analyst III  Fulfillment by Amazon FBA Science,Amazon.com,"Bellevue, WA, US","Washington, USA",2025-04-03,fulltime,145700.0,No,https://www.amazon.jobs/jobs/2955167/business-analyst-iii--fulfillment-by-amazon-fba-science?cmpid=DA_INAD200785B,False,False,2025-04-03
Sr Business Analyst Time  Distance Authority,Amazon.com,"Bellevue, WA, US","Washington, USA",2025-03-30,fulltime,145700.0,No,https://www.amazon.jobs/jobs/2946573/sr-business-analyst-time--distance-authority?cmpid=DA_INAD200785B,False,False,2025-03-30
Business Intel Engineer Automated Profitability Management,Amazon.com,"Seattle, WA, US","Washington, USA",2025-02-27,fulltime,137300.0,No,https://www.amazon.jobs/jobs/2928562/business-intel-engineer-automated-profitability-management?cmpid=DA_INAD200785B,False,False,2025-02-27
Senior Business Analyst,Amazon.com,"Seattle, WA, US","Washington, USA",2025-02-11,fulltime,145700.0,No,https://www.amazon.jobs/jobs/2899994/senior-business-analyst?cmpid=DA_INAD200785B,False,False,2025-02-11
Senior Business Analyst,Amazon.com,"Bellevue, WA, US","Washington, USA",2025-02-11,fulltime,145700.0,No,https://www.amazon.jobs/jobs/2899994/senior-business-analyst?cmpid=DA_INAD200785B,False,False,2025-02-11
Business Analyst,Amazon.com,"Bellevue, WA, US","Washington, USA",2025-02-11,fulltime,78800.0,No,https://www.amazon.jobs/jobs/2900205/business-analyst?cmpid=DA_INAD200785B,False,False,2025-02-11
Business Analyst,Amazon.com,"Bellevue, WA, US","Washington, USA",2025-01-21,fulltime,105000.0,No,https://www.amazon.jobs/jobs/2883250/business-analyst?cmpid=DA_INAD200785B,False,False,2025-01-21
Business Analyst,Amazon.com,"Seattle, WA, US","Washington, USA",2025-01-21,fulltime,105000.0,No,https://www.amazon.jobs/jobs/2883250/business-analyst?cmpid=DA_INAD200785B,False,False,2025-01-21
